example_id                                                                            | status  | run_time        |
./spec/controllers/llama_bot_rails/errors_controller_spec.rb[1:1:4]                   | passed  | 0.00185 seconds |
./spec/controllers/llama_bot_rails/errors_controller_spec.rb[1:2:1:1]                 | passed  | 0.00188 seconds |
./spec/controllers/llama_bot_rails/errors_controller_spec.rb[1:2:2:1]                 | passed  | 0.0025 seconds  |
./spec/controllers/llama_bot_rails/errors_controller_spec.rb[1:2:2:2]                 | passed  | 0.00332 seconds |
./spec/controllers/llama_bot_rails/errors_controller_spec.rb[1:2:2:3]                 | passed  | 0.00264 seconds |
./spec/controllers/llama_bot_rails/errors_controller_spec.rb[1:2:2:4]                 | passed  | 0.0029 seconds  |
./spec/controllers/llama_bot_rails/errors_controller_spec.rb[1:2:2:5]                 | passed  | 0.00262 seconds |
./spec/controllers/llama_bot_rails/errors_controller_spec.rb[1:2:2:6]                 | passed  | 0.00251 seconds |
./spec/controllers/llama_bot_rails/errors_controller_spec.rb[1:2:2:7]                 | passed  | 0.00261 seconds |
./spec/controllers/llama_bot_rails/errors_controller_spec.rb[1:2:2:8]                 | passed  | 0.00252 seconds |
./spec/controllers/llama_bot_rails/feedback_comments_controller_spec.rb[1:1:1]        | passed  | 0.00805 seconds |
./spec/controllers/llama_bot_rails/feedback_comments_controller_spec.rb[1:1:2]        | passed  | 0.00877 seconds |
./spec/controllers/llama_bot_rails/feedback_comments_controller_spec.rb[1:1:3]        | passed  | 0.00825 seconds |
./spec/controllers/llama_bot_rails/feedback_comments_controller_spec.rb[1:1:4]        | passed  | 0.02488 seconds |
./spec/controllers/llama_bot_rails/feedback_comments_controller_spec.rb[1:1:5]        | passed  | 0.02536 seconds |
./spec/controllers/llama_bot_rails/feedback_comments_controller_spec.rb[1:2:1]        | passed  | 0.00362 seconds |
./spec/controllers/llama_bot_rails/feedback_comments_controller_spec.rb[1:3:1]        | passed  | 0.00283 seconds |
./spec/controllers/llama_bot_rails/feedback_comments_controller_spec.rb[1:3:2]        | passed  | 0.003 seconds   |
./spec/controllers/llama_bot_rails/feedback_comments_controller_spec.rb[1:3:3]        | passed  | 0.00406 seconds |
./spec/controllers/llama_bot_rails/feedback_comments_controller_spec.rb[1:3:4]        | passed  | 0.00567 seconds |
./spec/controllers/llama_bot_rails/releases_controller_spec.rb[1:1:1]                 | failed  | 0.04205 seconds |
./spec/controllers/llama_bot_rails/releases_controller_spec.rb[1:1:2]                 | passed  | 0.00976 seconds |
./spec/controllers/llama_bot_rails/releases_controller_spec.rb[1:2:1]                 | passed  | 0.01715 seconds |
./spec/controllers/llama_bot_rails/releases_controller_spec.rb[1:2:2]                 | failed  | 0.01494 seconds |
./spec/controllers/llama_bot_rails/releases_controller_spec.rb[1:3:1]                 | failed  | 0.00594 seconds |
./spec/controllers/llama_bot_rails/releases_controller_spec.rb[1:4:1]                 | passed  | 0.01102 seconds |
./spec/controllers/llama_bot_rails/releases_controller_spec.rb[1:4:2]                 | failed  | 0.00524 seconds |
./spec/controllers/llama_bot_rails/user_feedbacks_attachment_removal_spec.rb[1:1:1]   | failed  | 0.01176 seconds |
./spec/controllers/llama_bot_rails/user_feedbacks_attachment_removal_spec.rb[1:1:2]   | failed  | 0.01109 seconds |
./spec/controllers/llama_bot_rails/user_feedbacks_attachment_removal_spec.rb[1:1:3]   | failed  | 0.01267 seconds |
./spec/controllers/llama_bot_rails/user_feedbacks_attachment_removal_spec.rb[1:1:4]   | failed  | 0.01392 seconds |
./spec/controllers/llama_bot_rails/user_feedbacks_attachment_removal_spec.rb[1:2:1]   | passed  | 0.02661 seconds |
./spec/controllers/llama_bot_rails/user_feedbacks_attachment_removal_spec.rb[1:2:2]   | passed  | 0.01896 seconds |
./spec/controllers/llama_bot_rails/user_feedbacks_attachment_staging_spec.rb[1:1:1:1] | failed  | 0.01075 seconds |
./spec/controllers/llama_bot_rails/user_feedbacks_attachment_staging_spec.rb[1:1:1:2] | failed  | 0.00772 seconds |
./spec/controllers/llama_bot_rails/user_feedbacks_attachment_staging_spec.rb[1:2:1:1] | failed  | 0.03344 seconds |
./spec/controllers/llama_bot_rails/user_feedbacks_attachment_staging_spec.rb[1:2:1:2] | failed  | 0.01404 seconds |
./spec/controllers/llama_bot_rails/user_feedbacks_attachment_staging_spec.rb[1:3:1]   | failed  | 0.02239 seconds |
./spec/controllers/llama_bot_rails/user_feedbacks_controller_spec.rb[1:1:1]           | passed  | 0.0057 seconds  |
./spec/controllers/llama_bot_rails/user_feedbacks_controller_spec.rb[1:1:2]           | passed  | 0.02791 seconds |
./spec/controllers/llama_bot_rails/user_feedbacks_controller_spec.rb[1:1:3:1]         | passed  | 0.00445 seconds |
./spec/controllers/llama_bot_rails/user_feedbacks_controller_spec.rb[1:1:3:2]         | passed  | 0.00445 seconds |
./spec/controllers/llama_bot_rails/user_feedbacks_controller_spec.rb[1:1:4:1]         | passed  | 0.00426 seconds |
./spec/controllers/llama_bot_rails/user_feedbacks_controller_spec.rb[1:1:4:2]         | passed  | 0.00287 seconds |
./spec/controllers/llama_bot_rails/user_feedbacks_scroll_restoration_spec.rb[1:1:1]   | failed  | 0.01075 seconds |
./spec/controllers/llama_bot_rails/user_feedbacks_scroll_restoration_spec.rb[1:1:2]   | failed  | 0.02284 seconds |
./spec/controllers/llama_bot_rails/user_feedbacks_scroll_restoration_spec.rb[1:2:1]   | failed  | 0.00966 seconds |
./spec/controllers/llama_bot_rails/user_feedbacks_scroll_restoration_spec.rb[1:2:2]   | failed  | 0.00893 seconds |
./spec/controllers/llama_bot_rails/user_feedbacks_selected_element_spec.rb[1:1:1]     | failed  | 0.00902 seconds |
./spec/controllers/llama_bot_rails/user_feedbacks_selected_element_spec.rb[1:1:2]     | failed  | 0.00628 seconds |
./spec/controllers/llama_bot_rails/user_feedbacks_selected_element_spec.rb[1:1:3]     | failed  | 0.00726 seconds |
./spec/controllers/llama_bot_rails/user_feedbacks_selected_element_spec.rb[1:1:4]     | failed  | 0.00665 seconds |
./spec/controllers/llama_bot_rails/user_feedbacks_selected_element_spec.rb[1:2:1]     | failed  | 0.00746 seconds |
./spec/controllers/llama_bot_rails/user_feedbacks_selected_element_spec.rb[1:3:1]     | failed  | 0.0146 seconds  |
./spec/controllers/llama_bot_rails/user_feedbacks_selected_element_spec.rb[1:4:1]     | failed  | 0.66913 seconds |
./spec/controllers/llama_bot_rails/user_feedbacks_selected_element_spec.rb[2:1:1]     | passed  | 0.00195 seconds |
./spec/controllers/llama_bot_rails/user_feedbacks_selected_element_spec.rb[2:1:2]     | passed  | 0.00069 seconds |
./spec/controllers/llama_bot_rails/user_feedbacks_selected_element_spec.rb[2:2:1]     | passed  | 0.00178 seconds |
./spec/controllers/llama_bot_rails/user_feedbacks_selected_element_spec.rb[2:2:2]     | passed  | 0.0008 seconds  |
./spec/features/chat_spec.rb[1:1]                                                     | failed  | 1.38 seconds    |
./spec/features/chat_spec.rb[1:2]                                                     | failed  | 1.96 seconds    |
./spec/generators/scaffold_templates_spec.rb[1:1]                                     | passed  | 0.00034 seconds |
./spec/generators/scaffold_templates_spec.rb[1:2]                                     | passed  | 0.00163 seconds |
./spec/generators/scaffold_templates_spec.rb[1:3:1]                                   | passed  | 0.06929 seconds |
./spec/generators/scaffold_templates_spec.rb[1:3:2]                                   | passed  | 0.07184 seconds |
./spec/generators/scaffold_templates_spec.rb[1:3:3]                                   | passed  | 0.0669 seconds  |
./spec/generators/scaffold_templates_spec.rb[1:3:4]                                   | passed  | 0.07029 seconds |
./spec/generators/scaffold_templates_spec.rb[1:3:5]                                   | passed  | 0.07039 seconds |
./spec/generators/scaffold_templates_spec.rb[1:3:6]                                   | passed  | 0.06801 seconds |
./spec/generators/scaffold_templates_spec.rb[1:3:7]                                   | passed  | 0.06861 seconds |
./spec/generators/scaffold_templates_spec.rb[1:3:8]                                   | passed  | 0.06697 seconds |
./spec/generators/scaffold_templates_spec.rb[1:3:9]                                   | passed  | 0.06817 seconds |
./spec/generators/scaffold_templates_spec.rb[1:3:10]                                  | passed  | 0.06682 seconds |
./spec/generators/scaffold_templates_spec.rb[1:3:11]                                  | passed  | 0.10892 seconds |
./spec/helpers/llama_bot_rails/activity_helper_time_zone_spec.rb[1:1:1]               | passed  | 0.00424 seconds |
./spec/helpers/llama_bot_rails/activity_helper_time_zone_spec.rb[1:1:2]               | passed  | 0.00123 seconds |
./spec/helpers/llama_bot_rails/activity_helper_time_zone_spec.rb[1:2:1]               | passed  | 0.00085 seconds |
./spec/helpers/llama_bot_rails/activity_helper_time_zone_spec.rb[1:3:1]               | passed  | 0.00147 seconds |
./spec/helpers/llama_bot_rails/activity_helper_time_zone_spec.rb[1:3:2]               | passed  | 0.00116 seconds |
./spec/helpers/llama_bot_rails/activity_helper_time_zone_spec.rb[1:4:1]               | passed  | 0.00078 seconds |
./spec/helpers/llama_bot_rails/activity_helper_time_zone_spec.rb[1:5:1]               | passed  | 0.00309 seconds |
./spec/helpers/llama_bot_rails/feedback_helper_spec.rb[1:1:1]                         | passed  | 0.00222 seconds |
./spec/helpers/llama_bot_rails/feedback_helper_spec.rb[1:1:2]                         | passed  | 0.00266 seconds |
./spec/helpers/llama_bot_rails/feedback_helper_spec.rb[1:1:3]                         | passed  | 0.00221 seconds |
./spec/helpers/llama_bot_rails/feedback_helper_spec.rb[1:1:4]                         | passed  | 0.00231 seconds |
./spec/helpers/llama_bot_rails/feedback_helper_spec.rb[1:1:5]                         | passed  | 0.00482 seconds |
./spec/helpers/llama_bot_rails/feedback_helper_spec.rb[1:2:1]                         | passed  | 0.00175 seconds |
./spec/helpers/llama_bot_rails/feedback_helper_spec.rb[1:2:2]                         | passed  | 0.00358 seconds |
./spec/helpers/llama_bot_rails/feedback_helper_spec.rb[1:2:3]                         | passed  | 0.00251 seconds |
./spec/helpers/llama_bot_rails/pagination_helper_spec.rb[1:1:1]                       | passed  | 0.00188 seconds |
./spec/helpers/llama_bot_rails/pagination_helper_spec.rb[1:1:2]                       | passed  | 0.00283 seconds |
./spec/helpers/llama_bot_rails/pagination_helper_spec.rb[1:1:3]                       | passed  | 0.00732 seconds |
./spec/helpers/llama_bot_rails/pagination_helper_spec.rb[1:1:4]                       | passed  | 0.00641 seconds |
./spec/helpers/llama_bot_rails/pagination_helper_spec.rb[1:1:5]                       | passed  | 0.00662 seconds |
./spec/helpers/llama_bot_rails/pagination_helper_spec.rb[1:1:6]                       | passed  | 0.00733 seconds |
./spec/helpers/llama_bot_rails/pagination_helper_spec.rb[1:1:7]                       | passed  | 0.00595 seconds |
./spec/helpers/llama_bot_rails/pagination_helper_spec.rb[1:2:1]                       | passed  | 0.00074 seconds |
./spec/helpers/llama_bot_rails/pagination_helper_spec.rb[1:2:2]                       | passed  | 0.00104 seconds |
./spec/helpers/llama_bot_rails/pagination_helper_spec.rb[1:2:3]                       | passed  | 0.00074 seconds |
./spec/helpers/llama_bot_rails/pagination_helper_spec.rb[1:3:1]                       | passed  | 0.00165 seconds |
./spec/helpers/llama_bot_rails/pagination_helper_spec.rb[1:3:2]                       | passed  | 0.00139 seconds |
./spec/helpers/llama_bot_rails/pagination_helper_spec.rb[1:3:3]                       | pending | 0.00151 seconds |
./spec/integration/agent_auth_integration_spec.rb[1:1:1:1]                            | passed  | 0.00272 seconds |
./spec/integration/agent_auth_integration_spec.rb[1:1:1:2]                            | passed  | 0.00309 seconds |
./spec/integration/agent_auth_integration_spec.rb[1:1:1:3]                            | passed  | 0.00273 seconds |
./spec/integration/agent_auth_integration_spec.rb[1:1:1:4]                            | passed  | 0.00299 seconds |
./spec/integration/agent_auth_integration_spec.rb[1:1:2:1]                            | passed  | 0.00274 seconds |
./spec/integration/agent_auth_integration_spec.rb[1:1:3:1]                            | passed  | 0.00279 seconds |
./spec/integration/agent_auth_integration_spec.rb[1:1:4:1]                            | passed  | 0.00266 seconds |
./spec/integration/agent_auth_integration_spec.rb[1:1:5:1]                            | passed  | 0.00301 seconds |
./spec/integration/agent_auth_integration_spec.rb[1:1:6:1]                            | passed  | 0.00269 seconds |
./spec/integration/agent_auth_integration_spec.rb[1:1:7:1]                            | passed  | 0.00257 seconds |
./spec/integration/agent_auth_integration_spec.rb[1:2:1:1]                            | passed  | 0.00373 seconds |
./spec/integration/agent_auth_integration_spec.rb[1:2:1:2]                            | passed  | 0.00374 seconds |
./spec/integration/agent_auth_integration_spec.rb[1:2:2:1]                            | passed  | 0.00289 seconds |
./spec/integration/agent_auth_integration_spec.rb[1:2:2:2]                            | passed  | 0.00275 seconds |
./spec/integration/agent_auth_integration_spec.rb[1:3:1:1]                            | passed  | 0.00542 seconds |
./spec/integration/agent_auth_integration_spec.rb[1:3:1:2]                            | passed  | 0.00386 seconds |
./spec/integration/agent_auth_integration_spec.rb[1:3:2:1]                            | passed  | 0.0038 seconds  |
./spec/integration/agent_auth_integration_spec.rb[1:4:1:1]                            | passed  | 0.00264 seconds |
./spec/integration/agent_auth_integration_spec.rb[1:4:1:2]                            | passed  | 0.00276 seconds |
./spec/integration/agent_auth_integration_spec.rb[1:4:2:1]                            | passed  | 0.00255 seconds |
./spec/integration/agent_auth_integration_spec.rb[1:5:1]                              | passed  | 0.00278 seconds |
./spec/integration/agent_auth_integration_spec.rb[1:5:2]                              | passed  | 0.00316 seconds |
./spec/integration/agent_auth_integration_spec.rb[1:5:3]                              | passed  | 0.00289 seconds |
./spec/lib/llama_bot_rails/activity_tracking_actor_spec.rb[1:1:1]                     | passed  | 0.00096 seconds |
./spec/lib/llama_bot_rails/activity_tracking_actor_spec.rb[1:1:2]                     | passed  | 0.00062 seconds |
./spec/lib/llama_bot_rails/activity_tracking_actor_spec.rb[1:1:3]                     | passed  | 0.00092 seconds |
./spec/lib/llama_bot_rails/activity_tracking_actor_spec.rb[1:2:1]                     | passed  | 0.00075 seconds |
./spec/lib/llama_bot_rails/activity_tracking_actor_spec.rb[1:3:1]                     | passed  | 0.00178 seconds |
./spec/lib/llama_bot_rails/activity_tracking_actor_spec.rb[1:4:1]                     | passed  | 0.00062 seconds |
./spec/lib/llama_bot_rails/agent_auth_spec.rb[1:1:1:1]                                | passed  | 0.00133 seconds |
./spec/lib/llama_bot_rails/agent_auth_spec.rb[1:1:2:1]                                | passed  | 0.00121 seconds |
./spec/lib/llama_bot_rails/agent_auth_spec.rb[1:1:3:1]                                | passed  | 0.00144 seconds |
./spec/lib/llama_bot_rails/agent_auth_spec.rb[1:1:4:1]                                | passed  | 0.00146 seconds |
./spec/lib/llama_bot_rails/agent_auth_spec.rb[1:2:1:1]                                | passed  | 0.00137 seconds |
./spec/lib/llama_bot_rails/agent_auth_spec.rb[1:2:2:1]                                | passed  | 0.00147 seconds |
./spec/lib/llama_bot_rails/agent_auth_spec.rb[1:2:3:1]                                | passed  | 0.00127 seconds |
./spec/lib/llama_bot_rails/agent_auth_spec.rb[1:2:4:1]                                | passed  | 0.0016 seconds  |
./spec/lib/llama_bot_rails/agent_auth_spec.rb[1:2:5:1]                                | passed  | 0.00125 seconds |
./spec/lib/llama_bot_rails/agent_auth_spec.rb[1:3:1:1]                                | passed  | 0.00138 seconds |
./spec/lib/llama_bot_rails/agent_auth_spec.rb[1:3:2:1]                                | passed  | 0.00179 seconds |
./spec/lib/llama_bot_rails/agent_auth_spec.rb[1:3:2:2:1]                              | passed  | 0.00159 seconds |
./spec/lib/llama_bot_rails/agent_auth_spec.rb[1:3:2:2:2]                              | passed  | 0.00198 seconds |
./spec/lib/llama_bot_rails/agent_auth_spec.rb[1:3:2:3:1]                              | passed  | 0.00186 seconds |
./spec/lib/llama_bot_rails/agent_auth_spec.rb[1:3:2:3:2]                              | passed  | 0.0018 seconds  |
./spec/lib/llama_bot_rails/agent_auth_spec.rb[1:3:2:4:1]                              | passed  | 0.00137 seconds |
./spec/lib/llama_bot_rails/agent_auth_spec.rb[1:3:3:1]                                | passed  | 0.00142 seconds |
./spec/lib/llama_bot_rails/agent_auth_spec.rb[1:3:3:2:1]                              | passed  | 0.00187 seconds |
./spec/lib/llama_bot_rails/agent_auth_spec.rb[1:4:1:1]                                | passed  | 0.00103 seconds |
./spec/lib/llama_bot_rails/agent_auth_spec.rb[1:4:2:1]                                | passed  | 0.00106 seconds |
./spec/lib/llama_bot_rails/agent_auth_spec.rb[1:4:3:1]                                | passed  | 0.00129 seconds |
./spec/lib/llama_bot_rails/agent_auth_spec.rb[1:4:4:1]                                | passed  | 0.00193 seconds |
./spec/lib/llama_bot_rails/agent_auth_spec.rb[1:5:1:1]                                | passed  | 0.00105 seconds |
./spec/lib/llama_bot_rails/agent_auth_spec.rb[1:5:2:1]                                | passed  | 0.00113 seconds |
./spec/lib/llama_bot_rails/agent_auth_spec.rb[1:5:3:1]                                | passed  | 0.00108 seconds |
./spec/lib/llama_bot_rails/agent_auth_spec.rb[1:5:4:1]                                | passed  | 0.00114 seconds |
./spec/lib/llama_bot_rails/agent_auth_spec.rb[1:5:5:1]                                | passed  | 0.00131 seconds |
./spec/lib/llama_bot_rails/agent_auth_spec.rb[1:6:1]                                  | passed  | 0.00141 seconds |
./spec/lib/llama_bot_rails/agent_auth_spec.rb[1:7:1]                                  | passed  | 0.00136 seconds |
./spec/lib/llama_bot_rails/agent_auth_spec.rb[1:7:2:1]                                | passed  | 0.00119 seconds |
./spec/lib/llama_bot_rails/agent_auth_spec.rb[1:8:1]                                  | passed  | 0.00095 seconds |
./spec/lib/llama_bot_rails/agent_auth_spec.rb[1:8:2]                                  | passed  | 0.00109 seconds |
./spec/lib/llama_bot_rails/controller_extensions_spec.rb[1:1:1]                       | passed  | 0.00083 seconds |
./spec/lib/llama_bot_rails/controller_extensions_spec.rb[1:1:2]                       | passed  | 0.00151 seconds |
./spec/lib/llama_bot_rails/controller_extensions_spec.rb[1:1:3]                       | passed  | 0.00055 seconds |
./spec/lib/llama_bot_rails/controller_extensions_spec.rb[1:2:1:1]                     | passed  | 0.00048 seconds |
./spec/lib/llama_bot_rails/controller_extensions_spec.rb[1:2:1:2]                     | passed  | 0.00049 seconds |
./spec/lib/llama_bot_rails/controller_extensions_spec.rb[1:2:2:1]                     | passed  | 0.00051 seconds |
./spec/lib/llama_bot_rails/controller_extensions_spec.rb[1:2:2:2]                     | passed  | 0.00048 seconds |
./spec/lib/llama_bot_rails/controller_extensions_spec.rb[1:2:3:1]                     | passed  | 0.0006 seconds  |
./spec/lib/llama_bot_rails/controller_extensions_spec.rb[1:2:4:1]                     | passed  | 0.00069 seconds |
./spec/lib/llama_bot_rails/controller_extensions_spec.rb[1:2:4:2]                     | passed  | 0.00052 seconds |
./spec/lib/llama_bot_rails/controller_extensions_spec.rb[1:2:5:1]                     | passed  | 0.00087 seconds |
./spec/lib/llama_bot_rails/controller_extensions_spec.rb[1:2:6:1]                     | passed  | 0.00065 seconds |
./spec/lib/llama_bot_rails/controller_extensions_spec.rb[1:3:1]                       | passed  | 0.00061 seconds |
./spec/lib/llama_bot_rails/controller_extensions_spec.rb[1:3:2]                       | passed  | 0.00068 seconds |
./spec/lib/llama_bot_rails/controller_extensions_spec.rb[1:3:3]                       | passed  | 0.00058 seconds |
./spec/lib/llama_bot_rails/controller_extensions_spec.rb[1:4:1]                       | passed  | 0.00079 seconds |
./spec/lib/llama_bot_rails/controller_extensions_spec.rb[1:4:2]                       | passed  | 0.00061 seconds |
./spec/lib/llama_bot_rails/controller_extensions_spec.rb[1:5:1:1]                     | passed  | 0.00048 seconds |
./spec/lib/llama_bot_rails/controller_extensions_spec.rb[1:5:2:1]                     | passed  | 0.00053 seconds |
